Category,Product Name,text_no_stop,Sentiment,Emotion,Customer Rating
Muslim Fashion,Mukena Anak Fruits ( Tas Canvas ) - Ungu,"warna tidak sesuai keinginan, padahal sdh dichat",Negative,Fear,1
Party Supplies and Craft,buble wrap hitam 30cm x 50meter,bahan tipis jelek,Negative,Anger,1
Phones and Tablets,"Premium Quality Layar LCD iPhone 5 5G 5S & Touchscreen. Ori Original - Hitam, iPhone 12",barang tidak berfungsi. sangat buruk sekali,Negative,Sadness,1
Gaming,Nintendo Switch Zelda BOTW Breath of The Wild,"game lancar, kondisi box game cartridges mulus, pengiriman super cepat, seller yg super responsive, thanks gan recommended bgt beli game disini",Positive,Love,5
Mother and Baby,PAKET INTIME Baby Bath Tub / Bak Mandi Bayi + POMPA - Biru Muda,"pesanan tdk sesuai minta biru diksh pink buat anak laki laki,seller ngga bisa baca kayanya.mengecewakan sekali,brg juga ngga bagus bagus amat standar...",Negative,Anger,2
Health,Peppermint Essential Oil / Minyak Mint Aroma Terapi Pure 10ml - MUSIM,"wangi tapi bukan wangi peppermint, tidak sesuai pesanan, apalagi sdh beli 2 botol",Negative,Anger,2
Men's Fashion,"Piyama Pria Baju Tidur Pria Piyama Cowok Dewasa Baju Tidur Cowok - PR-475, L",barang yg dikirim gk sesuai modelnya,Negative,Anger,1
Other Products,Coil Smok RPM 0.4 ohm Mesh Coil dan 0.6 OHM TRIPLE Authentic - 0.4,barang sampah. bilang authentic ternyata barang kw. saya beli 3 box sudah saya tanyakan kepastian katanya authentic. saya pakai baru berapa jam sudah pahit. barang kw semua.,Negative,Anger,1
Animal Care,Burung Lovebird Josan,"respon lambat pengiriman lambat , toop kapok bgt",Negative,Fear,1
Gaming,NO 1 PUBG TRIGGER S8 TRANSFORMER L1 R1 SHRAP FIRE BUTTON SHARP SHOOTER,"barang sudah diterima, sudah dites berfungsi dg baik + mantaaaaap..... recomended seller",Positive,Love,5
Kitchen,Wajan Kuali Penggorengan Alumunium No.10,material produk bagus. kualitas produk bagus. ukuran produk sesuai. produk original.,Positive,Happy,5
Movies and Music,Phantom Power Microphone 1 Channel 48V Supply for Condenser Microphone - Tanpa Kabel,"barang bagus cepat sekali sampainya cianjur, hanya 2 hari.best seller",Positive,Happy,4
Men's Fashion,BUBM Tas Dokumen Organizer Bag HYB - Abu-abu,barang sudah sampai beberapa hari tapi baru hari sempat dibuka mau dipakai ternyata jahitan dalam yg terbuka...negative quality control,Negative,Sadness,2
Carpentry,YJ-01 Nano Spray Gun Disinfectant Wireless 800 ml,"3x pesan, sdh mints tolong dikirimkan dgn nota, iyakan penjual, namun 3x pesan juga nota tidak berikan",Negative,Fear,1
Kids and Baby Fashion,BAJU SETELAN ANAK LAKI-LAKI ASTRONOT UK 1-10 TAHUN - 3 TAHUN,begitu cuci sablonan lepas,Negative,Sadness,2
Health,ONEMED - Masker Earloop 3 Ply Medis | Surgical Mask - Hitam,"barang ok, sampai lengkap sesuai pesanan, pengemasan sangat rapi aman, pengiriman cepat, terima kasih.",Positive,Happy,5
Property,BELI 3 POHON BONUS 2 POHON platycerium ridleyi,keren. barang kirimannya seger2.,Positive,Love,5
Gaming,STIK PS2 ORI PABRIK WARNA STICK PS 2 ORIGINAL (OP) ELITE - Biru,"beli satu stik ps2, alhamdulillah sampai keadaan baik. bahkan packingnya pun juga pakai bubble wrap, rapi. saat stik ps2nya sudah saya coba pakai selama 3minggu lebih, stik berfungsi normal baik saja. catatan saya pakai buat main game yg ringan saja. seperti misalnya bukan game yg bertipe membutuhkan ritme kecepatan menggerakkan analog juga bukan menekan tombol yg keras berkali(misalnya game fighting). hanya saya gunakan buat main game bertipe casual saja. saja, terimakasih.",Positive,Happy,5
Electronics,BARDI Bundling LED Strip RGBWW Wifi 2m & Adaptor 4m,barangnya yg sobek diujung macet� ketika dinyalakan,Negative,Sadness,3
Computers and Laptops,Logitech MK275 Wireless Keyboard Mouse Combo,"cepet rusak, kadang konek kadang engga",Negative,Anger,3
Body Care,L'Oreal Paris Extraordinary Oil Gold,bocor!,Negative,Anger,1
Animal Care,Promo: BOLT makanan kucing kering rasa Tuna REPACK,paking tidak rapih jebol,Negative,Fear,1
Party Supplies and Craft,lilin angka gold / Lilin Ultah emas / Lilin Angka ulang tahun gold - tiga,cuco meong pokoknya????????,Positive,Love,5
Household,PCK-01 Penjepit Barang / Pickup Tool Ver.1 Alat Capit Pemungut Sampah,"kebanyakan panjual tokonya sudah diamon, barang kirim tidak cek kondiri barang masih berfungsi apa tidak, barang kirim tidak berfungsi, pas buka tali perekat sudah putus sama jual sampah, buat buyer lain mohon jangan beli toko ini, saya anda pasti sangat kecewa jangan pernah order toko barang sampah buang buang waktu uang aja,mending kalau barang berfungsi tapi sama sekali rusak tidak bisa pakai??????????????",Negative,Sadness,1
Food and Drink,FUKUMI BERAS PORANG BOX SACHET,mantap. saya sudah beberapa kali order ulang,Positive,Happy,5
Electronics,PRINTER KASIR/PPOB THERMAL 58MM PANDA PRJ-R58D ANDROID (USB+BLUETOOTH),"seller ramah, sabar jawab semua pertanyaan, barang sampai tepat waktu, mesin sudah dicoba & dpt bekerja dgn baik. semoga awet, thanks",Positive,Happy,5
Women's Fashion,BA24 Dompet Pendek Wanita Original Baellery Stylish Wax Leather - red,kualitas produk bagus ??. jahitan rapi. desainnya cantik ??. cm kekurangannya kl isi banyak kartu jd sesak hehe,Positive,Happy,5
Mother and Baby,"merries S , M , L , XL - L37",pampers yaampun packing asal-asalan sampe kebuka danpampersnya pun sobek jujur kecewa banget,Negative,Sadness,1
Party Supplies and Craft,ertas Kado Harvest / Wrapping Paper Brown Craft - Leaves,cantiik kertas kadonya... packaging ok delivery-nya juga ok. mantab bakal langganan toko,Positive,Love,5
Muslim Fashion,Konektor Masker Hijab Kristal Premium Hijaberlin - Midnight,barangnya bagus,Positive,Happy,5
Camera,Isi Refill Fujifilm Instax Mini Instant Color Film isi 21,"uda 2x beli toko puas banget banget, adminnya baik banget karna butuh cepet selalu response. thank you",Positive,Love,5
Body Care,L'Oreal Professionnel Serioxyl Denser Hair Serum Rambut Rontok,repurchase 3 sangat puas barang respon seller gitu selalu dapat bonus terima kasih,Positive,Happy,5
Party Supplies and Craft,box clover segi 4 / kotak kado hadiah gift makanan cd bingkisan,bagus . packing aman,Positive,Happy,5
Kids and Baby Fashion,BAJU SETELAN ANAK LAKI-LAKI ASTRONOT UK 1-10 TAHUN - 3 TAHUN,"bahannya bagus , sesuai pesanan mudah�an muat soalnya buat kado, trmksh ??",Positive,Happy,5
Body Care,L'Oreal Paris Extraordinary Oil Gold,bocor!,Negative,Anger,1
Books,(BARU) Buku Rich Dad Poor Dad . Robert T Kiyosaki Motivasi Best Seller,jasa pengiriman ganti tanpa konfirmasi... memuaskan,Negative,Anger,3
Toys and Hobbies,GOLD FOIL KARTU REMI POKER ANTI AIR WATERPROOF KOLEKTOR CARD,pelayanan terbaik barang original,Positive,Happy,5
Precious Metal,Minigold Black Series Logam Mulia Koin Emas Mini 24 Karat 0.025 gram,tengkyu sesuai banget pesanan nya????,Positive,Love,5
Other Products,BUBLE EXTRA,"mac hancur, padahal sudah add bubbel. krn kardus cuman nempel doank mac, jd ketindih2 pecah",Negative,Anger,1
Mother and Baby,Nestl� LACTOGROW 4 Happynutri Vanilla Susu Anak 3-5 Tahun Box 1Kg,"bener dong, saya beli susu masa kemasannya kaya gini...bener2 kecewa, sudah mah lama dtgnya pas open box kok hancur gini..",Negative,Anger,1
Women's Fashion,Daster Wanita Kekinian Adem - Warna Random,bagus bangett makasii dpt hadiah dr tokpedddddtidak menerawang. ukuran sesuai. ringan dipakai. warnanya bagus ??. bahan menyerap keringat. jahitannya rapi.,Positive,Love,5
Food and Drink,Granola Chocolate Vanilla 400g - Granola Cokelat dan Vanilla,"barangnya sudah ga enak lagi, beda rasanya",Negative,Sadness,1
Carpentry,Over Steker Saklar On Off Stop Kontak Switch type318,"yg dikirim rusak, ajukan komplain tp gak jelas",Negative,Anger,1
Camera,Powerextra Battery (2-Pack) Sony NP-FW50 and Smart Dual Charger LCD,"mantap! harga kualitas sebanding. worth it daripada battery ori btw. padahal beda durasi battery ny cm beda belasan menit, tp harganya beda ratusan ribu. mending pake battery powerextra, tp beli banyak.",Positive,Happy,5
Mother and Baby,Paket 2 - Nutrilon Royal 3 Susu Pertumbuhan 1-3 Thn Vanila 800gr,"hadiah gak kirim , toko offical tapi gak amanah , kapok dah",Negative,Fear,1
Movies and Music,Mic Karaoke Mikrofon Wireless Bluetooth WSTER WS 858 WS-858 Mic Smule - Hitam,barang ga yg bisa pake.,Negative,Fear,1
Gaming,Gamepad Ipega 9087,"setelah 3 hari pakai, gamepad bagian kanannya mati ketika direnggangkan, kecewa seller berbelit-belit.",Negative,Sadness,1
Health,Blackmores Bio C 1000mg (90),"recomended pelayanan memuaskan, respon & pengiriman cepat",Positive,Love,5
Electronics,BASEUS TRUE WIRELESS BLUETOOTH EARPHONE MINI EARBUDS TWS WM01 - Ungu,"bagus, original, suara lumayan, semua touch control berfungsi baik, batre lumayan awet.",Positive,Happy,4
Camera,Mini Photo Studio Box Folding Kotak Tempat Foto Portable with LED,"miniboxnya ok lampu led berfungsi menyala semua , tapi kabel usbnya bengkok ga bisa masuk kepala charger tidak bisa berfungsi baik saya pakai kabel charger hp, saya komplain maksud tinggal kirim saja kabelnya tapi malah minta bukti unboxing memang saya youtuber hrs video unboxing klo belanja online, fyi kemasan ekspedi baik tidak rusak klo masalah didalemnya bengkok saya gak tau,",Negative,Fear,1
Office & Stationery,Print Sticker | Cetak Stiker vinyl A3+ dan Kiss Cut - Matte/Doff,baru kali pesan sini kecewa. hasil print meleset desain. seller dikasih masukan malah menyalahkan pembeli. ga bakal beli lagi.,Negative,Fear,1
Kids and Baby Fashion,Topi bayi rajut newborn / Kupluk bayi rajut / Topi kupluk bayi pom pom - Hitam,minta warna dusty sma abu abu kirim abu abu ama pink,Negative,Sadness,3
Gaming,Stick stik Ps 2 PS2 tw ELITE - Hitam,"brgnya cpt sampai, packing maxi, trims utk seller..toko recommend",Positive,Love,5
Household,gunting rumput besi kenmaster,"pengiriman cepat tapi ga tajam sama skali, bahkan ranting kecil sekalipun butuh tenaga lumayan saat digunting.",Negative,Sadness,3
Men's Fashion,"Piyama Pria Dewasa | Baju Tidur Laki laki Dewasa | Bahan katun Satin - Abu-abu, XL",cepat amat sampai paketnya.. bahan satin bagus halus. ramah banget orangnya ????,Positive,Love,5
Health,Peppermint Essential Oil / Minyak Mint Aroma Terapi Pure 10ml - MUSIM,mantap wangi segerrr,Positive,Love,5
Toys and Hobbies,Robot Iron Man Hulkbuster - Kado Mainan Anak Avenger,kotaknya jelek! penyok! bungkus seadanya doang,Negative,Anger,3
Mother and Baby,Pediasure Vanila 1800g (1-10 tahun) Susu Formula Pertumbuhan - 2 Pack,gak dpat tefal seperti info..dan gak konfirmasi terkait hal ini..udah beli beberp kali sesuai tp kali sama sekali tidak sesuai..mending official store ecommerce lain..buruk sangat buruk,Negative,Fear,1
Other Products,Unyelowing Remover / Sole Bright,"sangat kecewa sekali, tidak profesional sama sekali. sy beli 2 dikirim cuma 1. tdk info apapun penjual",Negative,Sadness,1
Office & Stationery,"Notebook #Binding/ Custom/ Planner Dotted/ Grid/ Journal/ Agenda - garis, Hitam","pengiriman lama, barang cacat tolong diperbaiki layanan !",Negative,Fear,1
Mother and Baby,"Mamaway Korset Pelangsing Pasca Melahirkan Nano Bamboo - Abu-abu,M","harga 1 juta tapi packagingnya cuma pakai selembaran plastik, kebangetan bgt deh huhuuu sampe dirumah dus korsetnya sampe penyok2..",Negative,Anger,1
Computers and Laptops,Screen Guard (Protector) Anti Gores MacBook - A2141,"kecewa belanja tempat kamu, lain pesan lain dikirim ??????",Negative,Sadness,1
Animal Care,Sisir Bulu Hewan Anjing Kucing - Premium Auto Clean Dog Slicker Brush - Hijau,bagus sekali kualitas sisirnya!!! tombolnya mudah dipencet sehingga bulu gampang lepas. kucing saya juga suka banget tiap disisir sampe merem melek,Positive,Love,5
Toys and Hobbies,Mainan Anak CROCODILE DENTIST GAME / MAINAN GIGI BUAYA - GIGIT BUAYA,"barang datang kasih rusak, sungguh mengecewakan!!!! mainan tidak bisa nyangap... kapok beli sini lagi!!!",Negative,Sadness,1
Other Products,Cerutu Argopuros Box Isi 24,suka sama box ciamik dehhhhhhhhhhhhhhhhhhhhh,Positive,Love,3
Other Products,PACKING DUS + BUBBLE - TAMBAHAN DUS + BUBBLE,koq dibungkus bubble doank tanpa kardus.. sy jg bayar kardus + bubble sis -_-,Negative,Anger,1
Muslim Fashion,Sajadah Travel Motif Abu Dhabi - C - Ungu,"alhamdulillah paketan sudah sampai, sesuai gambar nya, trimakasih ??????",Positive,Happy,4
Health,Zambuk Obat Luar 8 gr,pesanan sudah diterima baik. terima kasih.,Positive,Happy,5
Electronics,Rechargeable Mini Wireless Keyboard For Android Tv Box mini i10,banyak tombol yg rusak... batre rusak tidak bisa charge.,Negative,Anger,1
Health,Stella Parfum'ist Smart Matic Caffe Latte,ga efek. buang duit mending beli parfum smprot biasa.,Negative,Anger,1
Health,Imboost Tablet Daya Tahan Tubuh - 1 Strip @10 Tablet,"seperti biasa, pengiriman pelayanan lama! pdhl officiall store!????",Negative,Anger,3
Mother and Baby,Kodomo Baby Tisu Basah Anti Bacterial 50 sheets,beli sabtu.. proses senin.. kirim selasa.. rabu sampai.. padahal beli minggu kirim minggu nyampe senin.. gak lagi lagi beli disin,Negative,Fear,2
Other Products,"FULL SET BAKO BERKUALITAS AA, ALAT SLOROK BIRU - MlllLL BIASA","mantap sesuai pesanan, bakonya bener� mentol????respon cepat ,,, pengiriman cepat??????",Positive,Love,5
Kitchen,Square Front Lock Box 16 x 16 x 8 cm - Kotak Kardus Packaging Hampers,"saya suka pelayanannya baik, pengirimannya cepat, packagingnya aman tulisan fragile handle with care, saya suka barangnya cuma saran sebaiknya bagian atas box tidak ditekuk kelihatan sedikit tidak bagus tidak rapi tp selain baik ??",Positive,Love,4
Gaming,POKEMON GO PLUS AUTO CATCH VERSION MENANGKAP OTOMATIS - AUTO CATCH,"koneksi perangkat susah, kalaupun konek seringkali putus, buku petunjuk minim info. pdhal beli pilihan yg paling mahal. apa saya saja yg terima barang spt ini?",Negative,Fear,3
Party Supplies and Craft,Lem Balon / Perekat Balon / Ballon Glue,luar biasa mantap smuanya oke pesta saya yg sederhana sekarang rame sejak order disini terima kasih seller tokped atas kirimannya,Positive,Love,5
Health,Bayfresh Reed Diffuser Device Pengharum Ruangan Mint Eucalyptus - Reguler,aroma tipis sekali..,Negative,Sadness,1
Animal Care,Makanan kucing - Bolt Repack 1kg - Bolt Ikan,"sangat kecewa,, beli 3 pcs kemasan semuanya bolong sperti d gigit tikus",Negative,Sadness,1
Health,Peppermint Essential Oil / Minyak Mint Aroma Terapi Pure 10ml - MUSIM,"komunikasi response seller cepet banget, packing rapi aman!! recommended deh..????????",Positive,Love,5
Tour and Travel,11 days ordinary dewasa Japan Rail JR Pass Shinkansen Jepang adult,tidak kendala saat penukaran jepang. trm ksh,Positive,Happy,5
Kitchen,Bagus Anti Bau Gel Lemari Es 180 gr,bocorr isinya,Negative,Sadness,2
Food and Drink,TUKU - TUKUCUR Kopi Susu Tetangga 1 Liter - Normal,"mon maap, pemesanan ke-2 rasanya beda dg pemesanan pertama yg luar biasa enaknya. yg pahit drpd sblmnya. lagipula pemesanan saya menemukan rambut dalam kopinya :( mohon dijaga kualitas rasanya meski bnyk pesanan ya. tks.",Negative,Sadness,1
Precious Metal,Minigold Black Series Logam Mulia Koin Emas Mini 24 Karat 0.025 gram,udh top banget beli disini juara oriannya ... selalu langganan pokonya..,Positive,Love,5
Kids and Baby Fashion,"TweedyToys - Sandal Baby Shark / Sandal Anak Import Lucu - Biru Muda, 17cm",ukuran sesuai. bahannya berkualitas. nyaman dipakai si kecil. modelnya keren ??.,Positive,Happy,5
Health,Stella Parfum'ist Smart Matic Caffe Latte,ga efek. buang duit mending beli parfum smprot biasa.,Negative,Anger,1
Movies and Music,Joyo JCP-01 Capo Gitar Akustik dan Elektrik - Cokelat Kayu,barang sudah sampai??,Positive,Happy,5
Body Care,Beli 2 Gratis 1 - Original Source Body Wash Mint Tea Tree,"baru co beberapa jam kemudian dipacking, pengiriman super cepet penting produk aman ga tumpah?ini sabun oke banget buat nyembuhin jerawat badan, plisss jangan discontinue yaaaaa. mintnya seger bgtttt",Positive,Love,5
Computers and Laptops,SanDisk Cruzer Blade 32GB CZ50 Flashdisk,"toko korup.,ga sesuai sama isinya..not recommended",Negative,Fear,1
Computers and Laptops,Charger Adaptor MacBook Pro 2008 2009 2010 2011 2012 Magsafe 1 60W ORI,"sangat mengecewakan, barang yg dikirim tidak sesuai konfirmasi, sampai harus bolak-balik 2 kali, saya harus nanggung 6 x ongkos kirim....sangat mengecewakan",Negative,Anger,1
Beauty,Madame Gie Madame Perfect Brow - Pensil alis - Godly Grey,satu salah dong pengirimanya gimana teliti,Negative,Fear,2
Gaming,Minecraft Windows 10 Edition PC Original - 62e2 - DVD-DL,gameny aman buat online offline. anak saya suka banget mainnya. trims seller,Positive,Love,5
Body Care,Lifebuoy Shampo Anti Ketombe Anti Dandruff Milknutristrong 900Ml,"jangan mau beli disini.. kemasan jelek, barang sampai dalam keadaan pecah seller gk mau tanggung jawab",Negative,Fear,1
Computers and Laptops,RAM KINGSTON HYPERX FURY DDR4 8GB 2666MHz 21300 GAMING RAM PC DDR4 8GB,"respon cepat, barang original terbaik recomended packing baik. sukses selalu",Positive,Love,5
Carpentry,YJ-01 Nano Spray Gun Disinfectant Wireless 800 ml,"3x pesan, sdh mints tolong dikirimkan dgn nota, iyakan penjual, namun 3x pesan juga nota tidak berikan",Negative,Fear,1
Automotive,"Parfum Mobil, Vania Coffee, Aroma Kopi, Parfum Gantung, bukan bali - black gold",pesanan tidak sesuai. mmg sperti adminnya saja yg krg jeli trhadap jenis parfum yg dipesan.,Negative,Fear,1
Phones and Tablets,Obeng Pembuka Tool Set Repair Opening Tools iPhone 5 5S 6 6S Plus,super kereen seller deh ini. terima kasih bantuannya,Positive,Love,5
Office & Stationery,Deli Pen Holder/ Rak Tempat Alat Tulis 4/8 Slot Space Besar 893X - 8935 - 2 sekat,cacat saat sampai rumah ??,Negative,Sadness,1
Computers and Laptops,"RB - C78 Meja Laptop Lipat Portable Meja Belajar Anak Multifungsi Anti - POLOS, 03","pesan tanggal 2 maret jam 9 pakai pengiriman instant, sampai tanggal 3 maret. padahal sudah bayar mahal, dikirimnya keesokan harinya. bukan salah pengantarnya, driver go-send sudah mengantarkan paket baik. tapi durasi proses toko sangat lama. padahal butuhnya tanggal 2 maret makanya saya pilih pengiriman instant. saya juga sudah tanya pihak toko jika paket bisa dikirim hari juga tidak, jawabannya bisa. tapi kenyataannya paket saya tidak dikirim hari juga. kalau tidak bisa dikirim hari juga bilang. saya juga sudah ajukan cancel pesanan juga tidak respon penjual. pelayanan sangat sangat buruk. tidak recommended. semoga baik lagi kedepannya.",Negative,Fear,1
Computers and Laptops,Logitech G102 Lightsync Gaming Mouse [FS] - Hitam,"packaging gk aman bgt, bubble wrap tipis alhasil kemasan barang agak penyok pas dateng, thank god barangnya aman. official store seharusnya baik lagi, fix min next duh.",Negative,Fear,2
Animal Care,Promo: BOLT makanan kucing kering rasa Tuna REPACK,kesobek makanan kucing alot,Negative,Fear,1
Party Supplies and Craft,Lem Balon / Perekat Balon / Ballon Glue,"fastresp banget, ramah juga, pengirimannya gercep banget, lv. y dikaskh jga dong balonnya. belum pompa smg gaada yg bocor??",Positive,Love,5
Electronics,BESI KAKI KULKAS-RODA KULKAS-TATAKAN KULKAS DAN MESIN CUCI,"pengiriman cepat aman. barang sesuai deskripsi. bagian ujungnya terbuat plastik, tapi cukup kokoh. perakitan mudah, cuma modal obeng. tips: jangan dikencengin dulu semua bautnya, kecuali kalau sudah fixed dgn ukuran kaki mesin cuci. recommended. ????",Positive,Love,5
Books,Buku The Intelligent Investor (Edisi Revisi) . Benjamin Graham HC,"penyok, packingnya juga aman",Negative,Anger,3
Computers and Laptops,Mouse Wireless Komic KM-803 - 1200DPI Nano USB Free Battery - Hijau,tidak berfugsi,Negative,Sadness,1
Books,PO - Menu MPASI 913,bukunya sampe makassar rusak ujungnya. baru sempat unpack ?? entah cara packing tebel or kurirnya bermasalah. agak ga rela sih.. soalnya bukunya lumayan mahal,Negative,Fear,3
Precious Metal,Logam Mulia LM 3 Gr ANTAM (REINVENTED),"kado.harga paling murah saat beli , trims, semoga bisa langganan. harganya bisa terbaik terus tokped",Positive,Love,5
Other Products,BUBLE EXTRA,mana gak bubble wrapnya,Negative,Anger,1
Women's Fashion,Masker strap / Tali Masker / Aksesoris masker Korea - type Banding - 3.Red,"saya pesan yg putih biasa, kenapa kirim yg ini, tidak sesuai",Negative,Fear,2
Other Products,terpal A12 korea ( IMPORT),sambungannya tidak rapih..,Negative,Sadness,1
Camera,kain background foto waterproof - Hitam,"bahannya jelek, yah memang sesuai dgn harganya sih. lipatannya terlalu kentara, akhirnya tidak bisa dipakai...",Negative,Sadness,2
Sport,Bat Baseball/Tongkat Bisbol/Stik Bisbol Self Defense Shop,memuaskan ????????,Positive,Love,5
Camera,"Costa CB-A1hp Overhead Boom Arm Braket Kamera HP Flat Lay Video,Foto","pro : harga kaget flash sale, respon seller cepat dlm proses, konstruksi hampir seluruh logam kecuali mic holder. con : base plate tipis, baut ball head tidak presisi harus ganti/modif. baut konektor arm uk. 3/8x16tpi, bkn 1/4 jd compactible, holder hp panjang, jd kl hp berat suka jatuh jika posisi menghadap bawah.",Positive,Happy,5
Men's Fashion,Tas Kerja/Tas kantor pria+ t4 laptop (KULIT ASLI PREMIUM) -BIRMINGHAM- - abu,"ternyata tidak full leather. cukup kecewa tidak full leather. seller tidak kasih info berapa bagian pakai kanvas, berapa pakai kulit.",Negative,Sadness,3
Toys and Hobbies,Pokeball,harga mahal ga sesuai ekspetasi. cat ga rapih bahan kyk plastik murahan,Negative,Anger,1
Men's Fashion,jam tangan Biden fashion pria analog pita jala bisnis - Putih,bukan jam harga mahal yg didiskon..tapi jam sesuai harga beli kualitasnya..,Positive,Happy,3
Kids and Baby Fashion,"Legging Stripe Anak Perempuan 7 - 13 Th / Leging Strip / Lejing Polos - Hitam, polos",tidak sesuai gambar kecil,Negative,Fear,3
Automotive,3M Smart Sponge (Spon Cuci Mobil 3M) size: 10 cm X 15 cm,"pengiriman cepet banget, bahan kualitas bagus banget ??",Positive,Love,5
Kids and Baby Fashion,"Singlet Bayi Kaos Dalam Anak / Baju Singlet Kaos Dalam Anak Bayi Motif - Boy (Random), 0-1 Tahun",penjual ramah n fast respon...,Positive,Happy,4
Computers and Laptops,Fantech OCA258 / OC-A258 Kursi Kerja Kantor Premium Office Chair - Pink,"cakep bet dah, mau duduk kursi sampe ga mau berdiri lagi rasanya",Positive,Love,5
Carpentry,"Sepatu Safety Kings Kulit asli 100% - 102, 37",bahan tidak kulit. tidak sesuai iklan.,Negative,Anger,1
Automotive,Bubble Wrap Plastik Pembungkus Helm,jgn beli disini. seller slow response ketika masalah produk. saya beli helm ga dicek qc terlebih dahulu sblm dikirim. helm lecetnya. beli goggle osbe kacanya baret2 halus semua. masuk pusat resolusi juga ga kooperatif. selalu cek cctv yg ga jelas kapan ceknya apa yg dicek. barang akhirnya diretur. setelah sampai ga direspon2 lagi. mending baik batal dimana solusi awal saya adalah retur refund disini ga itikad baik seller. lapor cs pun cs terpaku sistem pas koar2 baru tuh cs hubungin seller. cs toped empatinya pun msh buruk. klo sekelas selebgram cepet ditanganin. giliran user biasa alasannya sistem. beberapa jam menuju transaksi mau batal baru dibatalin seller.,Negative,Fear,1
Men's Fashion,"Piyama Pria Dewasa | Baju Tidur Laki laki Dewasa | Bahan katun Satin - Abu-abu, XL","kainnya adem, lembut, tipis nyaman klo buat tidur terimakasih",Positive,Happy,5
Electronics,CIJI QC 3.0 Smart Charger Quick Charge 4 USB port - Putih,"pesanan dah sampai, barangnya original ??. barangnya mulus. warna sesuai pesanan. proses pesanan cepat. packaging rapi. packaging aman ??. bisa fast charging. kurir juga cepat, trims",Positive,Happy,5
Other Products,pewarna sepatu canvas suede paint alus shoes - Biru,mantaaap ??,Positive,Happy,5
Phones and Tablets,KIVEE 10000mAh power bank cepat dengan indikator LED - Hitam,barang oke .. recomended seller dah ..,Positive,Love,4
Other Products,"Aluminium Miter T-Track for Router and Table Saw Jig - Silver, 10 cm",tidak dipotong sesuai permintaan,Negative,Fear,1
Phones and Tablets,"Vention Kabel Data Micro Usb 3A Fast Charging Quick Charge Android - COL Black, 0.25m","kemasannya bagus , kualitas bagus , kabelnya tebal , suka warna biru muda, semoga awet . terima kasih seller ??",Positive,Happy,4
Camera,"Kain background green screen hijau stabilo 1,6mx3m kain green screen - Hijau",produk sesuai deskripsi. semua fitur berfungsi baik. ukurannya sesuai. bahannya bagus. wow diluar ekspetasi.,Positive,Happy,5
Carpentry,Wallpaper Dinding 3D Foam Batu Bata 70cm x 77cm - Putih 70 x 38cm,bahan sangat tipis mudah robek lem sangat lengket.. sangat sulit buka antara lem bahan yg tipis menempel.. akhirnya ga pasang buang tong sampah,Negative,Fear,1
Health,10ml Lemongrass Essential Oil | Minyak Sereh Dapur 100% Murni,ga jelas aromanya,Negative,Anger,1
Automotive,HSS EDT Everyday Diesel Treat Power Cetane boost utk 400-1500 L solar - 4Oz/118ml,mantaaappp�.????????????????????????????????????,Positive,Love,5
Health,Imboost Kids Syrup Daya Tahan Tubuh - 120ml,kecewaaaaaaa...botol pecah!! ngenes bangeett,Negative,Sadness,1
Household,Tineco Deodorizing and Cleaning Solution Cairan Pel Pembersih Lantai,"packingnya best banget deh pokoknya aman. kotak juga double in, sterofoam didalam kotak botol aman.",Positive,Love,5
Office & Stationery,"Stempel Warna Flash I Otomatis Design Custom - kecil, 1 warna","fast respon, barang bagus, recommend..",Positive,Love,5
Sport,Senter Kepala COB LED Rechargeable / HEADLAMP SOROT,produk diterima lengkap. lampunya terang. pas kepala. pengiriman standard. paket sampai aman. makasih,Positive,Happy,5
Kids and Baby Fashion,"Legging Stripe Anak Perempuan 7 - 13 Th / Leging Strip / Lejing Polos - Hitam, polos",barang sudah sampai sesuai pesanan recommended,Positive,Love,5
Tour and Travel,13 days ordinary dewasa Japan Rail JR Pass Shinkansen Jepang adult,"good seller, ramah proses cepat",Positive,Happy,5
Beauty,Jedai Jepit Rambut 5 Cm Ufa Thailand 2 warna 6 pcs - PAKET 19,"sdh order 3, harga murah, pengemasan super aman, tidak pernah yg rusak sy terima",Positive,Love,5
Kids and Baby Fashion,"Singlet Bayi Kaos Dalam Anak / Baju Singlet Kaos Dalam Anak Bayi Motif - Boy (Random), 0-1 Tahun","singletnya lucu, bahannya lumayan adem buat hari2 aga tipis... sampainya cepat, recomended tokonya",Positive,Love,5
Computers and Laptops,Xiaomi Mi Wifi Wireless Extender Pro Repeater Amplifier R03 Original,ga dikasih adaptor gepeng nya. ketipu saya,Negative,Anger,1
Household,Oxihom Tempat Keranjang Baju Kotor Pakaian Plastik Laundry Basket - Putih,pembelian kesekian kalinya biasanya dikemas pake kardus tapi dikirim cuma pake bubble wrap pecah lagi. ajukan barang rusak katanya bukan kesalahan toko tapi pas dicek masa patahannya/ serpihannya kurang. saya coba satuin tapi bagian memang ngak ada. apa pengiriman mereka buka bubble wrap terus diganti gitu?,Negative,Anger,1
Movies and Music,Selang Pianika Yamaha,selangnya longar pianika yamaha original. jadinya gak bisa dipake.,Negative,Sadness,1
Books,"Buku Anak, Buku Cerita Bergambar Seri Mengenal Hewan Bilingual Murah",lagi musim hujan. tidak dibungkus aman rapat. air hujannya masuk,Negative,Sadness,2
