Category,Product Name,Location,Price,Overall Rating,Number Sold,Total Review,Customer Rating,Customer Review,Sentiment,Emotion,text_len,text_norm,text_no_stop
Food and Drink,FITBAR snack Sehat isi 5 x 22 gram Choco/ Nuts/ Fruits/ Tiramisu - Choco delight,Kab. Tangerang,19999,5.0,35200,5096,1,"WOOY INI GIMANA KIRIM CUMA 1, SAYA PESAN 5 LOH,,, COBA CEK DONG YG DIPESAN",Negative,Anger,15,"wooy ini gimana kirim cuma 1, saya pesan 5 loh,,, coba cek dong yg dipesan","wooy gimana kirim cuma 1, saya pesan 5 loh,,, coba cek dong yg dipesan"
Kids and Baby Fashion,"Jumper panjang bayi 0-2 tahun Baju bayi unisex import jumper lucu anak - MARUKO PINK, 60",Jakarta Barat,39900,4.9,2007,801,4,harga sesuai barang yah....,Positive,Happy,4,harga sesuai barang yah....,harga sesuai barang yah....
Toys and Hobbies,Iron Man Mark 50 Action Figure Recast,Jakarta Barat,110000,4.8,1033,707,1,"Barang basah berair dan bau Kwalitas tidak bagus, tidak spt digambar Cat nya byk yg terkelupas",Negative,Anger,16,"barang basah berair dan bau kwalitas tidak bagus, tidak spt digambar cat nya byk yg terkelupas","barang basah berair bau kwalitas tidak bagus, tidak spt digambar cat byk yg terkelupas"
Precious Metal,RM New 2 g,Jakarta Timur,1990000,5.0,1316,549,5,Terpercaya,Positive,Happy,1,terpercaya,terpercaya
Men's Fashion,"Sepatu Karet PVC Anti Tembus Air Banjir Hujan AP BOOTS MOTO 3 MOTO3 - Hitam, 44",Kota Depok,100000,4.8,10100,4003,1,"bertanya 43, dijawab ready, dikirim 38, tuker ga boleh.. kecewa sangat",Negative,Sadness,11,"bertanya 43, dijawab ready, dikirim 38, tuker ga boleh.. kecewa sangat","bertanya 43, dijawab ready, dikirim 38, tuker ga boleh.. kecewa sangat"
Muslim Fashion,Masker Hijab 3 ply | Masker Headloop Kain Polos Warna Pastel model Evo - Kubus,Kota Cimahi,15000,4.9,11200,1419,1,Penjual tidak membaca catatan yang diberikan pembeli,Negative,Sadness,7,penjual tidak membaca catatan yang diberikan pembeli,penjual tidak membaca catatan diberikan pembeli
Party Supplies and Craft,lilin angka gold / Lilin Ultah emas / Lilin Angka ulang tahun gold - tiga,Jakarta Utara,5000,4.9,30400,2224,1,lilinnya kecil tdk.sesuai gambar. pdhl sy perlu angka 1 yg sesuai gambar. buat nemenin angka yg lainnya .,Negative,Fear,18,lilinnya kecil tdk.sesuai gambar. pdhl sy perlu angka 1 yg sesuai gambar. buat nemenin angka yg lainnya .,lilinnya kecil tdk.sesuai gambar. pdhl sy perlu angka 1 yg sesuai gambar. buat nemenin angka yg lainnya .
Books,Bicara Itu Ada Seninya,Jakarta Timur,72000,4.9,1561,844,1,Kecewa pesanan sama barang yang dikirim tidak sesuai,Negative,Sadness,8,kecewa pesanan sama barang yang dikirim tidak sesuai,kecewa pesanan sama barang dikirim tidak sesuai
Books,Buku TOEFL CLIFFS. Buku TOEFL CLIFF,Jakarta Barat,55000,4.8,1247,438,1,Bukunya cepet rontok lem nya ga kuat,Negative,Fear,7,bukunya cepet rontok lem nya ga kuat,bukunya cepet rontok lem ga kuat
Health,Imboost Kids Syrup Daya Tahan Tubuh - 120ml,Jakarta Timur,65604,4.9,12300,4572,1,botol pecah pakingnya zonk bgt,Negative,Anger,5,botol pecah pakingnya zonk bgt,botol pecah pakingnya zonk bgt
Other Products,"Hang Tag Label / Hang Tag Baju / Pakaian / Kartu Ucapan - Art Carton 210, Custom Size",Kota Tangerang,100,4.8,1000000,800,5,"Hasil memuaskan, bahan sesuai deskripsi, dan pengerjaan cepat was wes wus",Positive,Love,11,"hasil memuaskan, bahan sesuai deskripsi, dan pengerjaan cepat was wes wus","hasil memuaskan, bahan sesuai deskripsi, pengerjaan cepat was wes wus"
Women's Fashion,Daster Wanita Kekinian Adem - Warna Random,Kota Palembang,30500,4.6,15200,3003,3,Bahan menyerap keringat. Ringan dipakai,Positive,Happy,5,bahan menyerap keringat. ringan dipakai,bahan menyerap keringat. ringan dipakai
Electronics,Notale UV Anti Dust Mite Vacuum Cleaner HEPA Filter Alt Kurumi Xiaomi,Jakarta Utara,735000,4.9,4502,2558,1,"Barang baru sampe, trus dicoba, awal nya bagus, tiba tiba mesin nya mati, udah dicoba berkali kali tetap ga hidup, seller di chat tidak respon, dana sudah diterima seller, tokopedia ga bisa bantu komplain saya, kecewa sekali. Sudah 10 hari sejak komplain saya cuma disuruh nunggu katanya di cek, tiap hari saya tanya masih dicek, ga pernah sekalipun duluan kasih info soal barang saya, selalu saya yg tanya duluan, jadi kapan penyelesaian nya? Baru sekali ini belanja di tokopedia kena seller ga bagus begini, minta refund ga ditanggapi, barang saya juga ga tau kemana dan diapain, saya beli baru tapi kayak beli barang refurbish yg ga dikirim dikirim, menyebalkan!!!",Negative,Anger,109,"barang baru sampe, trus dicoba, awal nya bagus, tiba tiba mesin nya mati, udah dicoba berkali kali tetap ga hidup, seller di chat tidak respon, dana sudah diterima seller, tokopedia ga bisa bantu komplain saya, kecewa sekali. sudah 10 hari sejak komplain saya cuma disuruh nunggu katanya di cek, tiap hari saya tanya masih dicek, ga pernah sekalipun duluan kasih info soal barang saya, selalu saya yg tanya duluan, jadi kapan penyelesaian nya? baru sekali ini belanja di tokopedia kena seller ga bagus begini, minta refund ga ditanggapi, barang saya juga ga tau kemana dan diapain, saya beli baru tapi kayak beli barang refurbish yg ga dikirim dikirim, menyebalkan!!!","barang baru sampe, trus dicoba, awal bagus, tiba tiba mesin mati, dicoba berkali kali tetap ga hidup, seller chat tidak respon, dana sudah diterima seller, tokopedia ga bisa bantu komplain saya, kecewa sekali. sudah 10 hari sejak komplain saya cuma disuruh nunggu katanya cek, tiap hari saya tanya masih dicek, ga pernah sekalipun duluan kasih info soal barang saya, selalu saya yg tanya duluan, kapan penyelesaian nya? baru sekali belanja tokopedia kena seller ga bagus begini, minta refund ga ditanggapi, barang saya juga ga tau kemana diapain, saya beli baru tapi kayak beli barang refurbish yg ga dikirim dikirim, menyebalkan!!!"
Electronics,Headset Bluetooth I7S TWS Versi 5.0 Sport True Wireless Airpods i7s,Jakarta Pusat,32500,4.7,15608,3225,2,pesan 2 yang satu setengahnya mati.,Negative,Sadness,6,pesan 2 yang satu setengahnya mati.,pesan 2 satu setengahnya mati.
Household,6 in 1 Traveling Bag in Bag Organizer (1 set isi 6 pcs organizer) - Maroon,Jakarta Utara,30500,4.7,2800,2360,5,Barang sudah diterima..bagus...dlm keadaan baik...warna jg sesuai dg yg diinginkan..bungkusnya juga bagus...mantap..suka deh...makasih penjual..makasih tokopedia...,Positive,Happy,15,barang sudah diterima..bagus...dlm keadaan baik...warna jg sesuai dg yg diinginkan..bungkusnya juga bagus...mantap..suka deh...makasih penjual..makasih tokopedia...,barang sudah diterima..bagus...dlm keadaan baik...warna jg sesuai dg yg diinginkan..bungkusnya juga bagus...mantap..suka deh...makasih penjual..makasih tokopedia...
Gaming,"Ps2 fat Hdd external murah Playstation Ps 2 fat Sony - Hardisk 20GB, TANPA MEMORY",Jakarta Barat,550000,4.6,2112,1146,1,saya minat membeli disini karena ada konfirm game ultraman evolution dengan jawaban ada donk. setelah barang sampai ternyata tidak ada.. sungguh mengecewakan. terima kasih. hati hati kalo konfirmasi kelengkapan barang.. tidak semua pembeli fokus ke ps2 nya.. perhatikan permintaan game nya..,Negative,Sadness,41,saya minat membeli disini karena ada konfirm game ultraman evolution dengan jawaban ada donk. setelah barang sampai ternyata tidak ada.. sungguh mengecewakan. terima kasih. hati hati kalo konfirmasi kelengkapan barang.. tidak semua pembeli fokus ke ps2 nya.. perhatikan permintaan game nya..,saya minat membeli disini konfirm game ultraman evolution jawaban donk. setelah barang sampai ternyata tidak ada.. sungguh mengecewakan. terima kasih. hati hati kalo konfirmasi kelengkapan barang.. tidak semua pembeli fokus ps2 nya.. perhatikan permintaan game nya..
Body Care,Dove Body Wash Deeply Nourishing Refill 850 Ml,Kab. Tangerang,72300,5.0,9695,3399,1,"pengirimannya sangat lama, belum dikirim statusnya dibuat sudah dikirim. adminnya balasnya template kecewa sekali belanja di official store",Negative,Sadness,18,"pengirimannya sangat lama, belum dikirim statusnya dibuat sudah dikirim. adminnya balasnya template kecewa sekali belanja di official store","pengirimannya sangat lama, belum dikirim statusnya dibuat sudah dikirim. adminnya balasnya template kecewa sekali belanja official store"
Food and Drink,Paket Hemat Konbutsuyu 50gr + Shabu-Shabu 50gr + Sukiyaki 50gr,Jakarta Pusat,37500,4.7,266,92,1,Saya pesen ini yg dateng cuma sukiyaki dan konbutsuyu padahal di deskripsi tertulis 3 jenis.. Kecewa bgt..,Negative,Sadness,17,saya pesen ini yg dateng cuma sukiyaki dan konbutsuyu padahal di deskripsi tertulis 3 jenis.. kecewa bgt..,saya pesen yg dateng cuma sukiyaki konbutsuyu padahal deskripsi tertulis 3 jenis.. kecewa bgt..
Computers and Laptops,[BARU] RAM / MEMORY SAMSUNG PC DDR3 8GB,Jakarta Selatan,308000,4.9,3168,813,5,Recommended Seller??????,Positive,Love,2,recommended seller??????,recommended seller??????
Movies and Music,Phantom Power Microphone 1 Channel 48V Supply for Condenser Microphone - Tanpa Kabel,Jakarta Selatan,92500,4.8,1156,758,5,Barang berfungsi dengan baik. Recommended Seller ??,Positive,Love,7,barang berfungsi dengan baik. recommended seller ??,barang berfungsi baik. recommended seller ??
Household,Kent Microfiber Duster / Kemoceng KT-300E - 300E,Jakarta Utara,35000,4.8,1516,597,1,"datang dlm keadaan gagang bengkok & pecah. gak niat banget packingnya. minimal digulung pakai kardus bekas lah biar gak rusak produknya. belanja di official store kok seperti belanja di toko biasa. gak sempat difoto, barang langsung dibuang masuk tempat sampah. sebagus apapun produk yg dibuat, kalau pengiriman dan packing tidak aman, tdk ada gunanya.",Negative,Fear,54,"datang dlm keadaan gagang bengkok & pecah. gak niat banget packingnya. minimal digulung pakai kardus bekas lah biar gak rusak produknya. belanja di official store kok seperti belanja di toko biasa. gak sempat difoto, barang langsung dibuang masuk tempat sampah. sebagus apapun produk yg dibuat, kalau pengiriman dan packing tidak aman, tdk ada gunanya.","datang dlm keadaan gagang bengkok & pecah. gak niat banget packingnya. minimal digulung pakai kardus bekas biar gak rusak produknya. belanja official store kok seperti belanja toko biasa. gak sempat difoto, barang langsung dibuang masuk tempat sampah. sebagus apapun produk yg dibuat, kalau pengiriman packing tidak aman, tdk gunanya."
Carpentry,PILOX DITON 300cc 300 Cc Cat Semprot Pylox Pilok Bkn Samurai Rj Murah,Jakarta Barat,20900,5.0,11000,1438,5,"puas banget rekomen deh toko ini, buat yang mau beli cat pilok di sini pengiriman nya cepat secepat kilat, semoga banyak yang beli di toko ini amin terimakasih banyak ya ??",Positive,Love,31,"puas banget rekomen deh toko ini, buat yang mau beli cat pilok di sini pengiriman nya cepat secepat kilat, semoga banyak yang beli di toko ini amin terimakasih banyak ya ??","puas banget rekomen deh toko ini, buat mau beli cat pilok sini pengiriman cepat secepat kilat, semoga banyak beli toko amin terimakasih banyak ??"
Movies and Music,Busa Profil Peredam Suara Telur Murah,Kab. Tangerang,32000,4.7,4218,487,1,ukurannya gak sesuai deskripsi gk ada 30cm dan juga gk 2m.. parah sih beli 2 produk berbesa tapi gk rata semua potongannya..,Negative,Fear,22,ukurannya gak sesuai deskripsi gk ada 30cm dan juga gk 2m.. parah sih beli 2 produk berbesa tapi gk rata semua potongannya..,ukurannya gak sesuai deskripsi gk 30cm juga gk 2m.. parah beli 2 produk berbesa tapi gk rata semua potongannya..
Electronics,PINZY Portable Wireless Speaker T5 | Speaker Bluetooth mini,Jakarta Barat,90000,4.5,11529,3548,4,"sesuai dengan harga , lumayan lah lebih kencang dari speaker hp",Positive,Happy,11,"sesuai dengan harga , lumayan lah lebih kencang dari speaker hp","sesuai harga , lumayan kencang speaker hp"
Health,Imboost Tablet Daya Tahan Tubuh - 1 Strip @10 Tablet,Jakarta Timur,43000,4.9,33200,5597,3,"Seperti biasa, pengiriman Dan pelayanan LAMA! Pdhl officiall store!????",Negative,Anger,9,"seperti biasa, pengiriman dan pelayanan lama! pdhl officiall store!????","seperti biasa, pengiriman pelayanan lama! pdhl officiall store!????"
Computers and Laptops,Cooler Master Notepal CMC3 Silent Fan Laptop Cooling Pad,Jakarta Barat,112000,4.9,5988,2969,5,silent dan bagus untuk pekerjaan ringan,Positive,Happy,6,silent dan bagus untuk pekerjaan ringan,silent bagus pekerjaan ringan
Automotive,Cover Motor Urban Sarung Motor Matic Bebek Vario Mio Beat Supra Scoopy - Biru Muda,Kota Depok,65000,4.9,16300,5573,1,"warna tak sesuai pesanan, pesan silver hitam dikasih silver saja",Negative,Fear,10,"warna tak sesuai pesanan, pesan silver hitam dikasih silver saja","warna tak sesuai pesanan, pesan silver hitam dikasih silver saja"
Movies and Music,pad drum 10 inchi murah,Jakarta Pusat,59500,4.7,1275,550,1,"Barang sampainya lama sekali, respon penjual lambat, mengecewakan.",Negative,Sadness,8,"barang sampainya lama sekali, respon penjual lambat, mengecewakan.","barang sampainya lama sekali, respon penjual lambat, mengecewakan."
Animal Care,Keong Assassin Snail Pembasmi Keong Hama Aquascape,Kota Tangerang,4200,4.8,2765,285,1,Bangke sampe Rumah mati semua. Jangan beli disini.,Negative,Anger,8,bangke sampe rumah mati semua. jangan beli disini.,bangke sampe rumah mati semua. jangan beli disini.
Other Products,pewarna sepatu canvas suede paint alus shoes - Biru,Kab. Tangerang,16250,4.6,1255,447,5,mantaaap ??,Positive,Happy,2,mantaaap ??,mantaaap ??
Men's Fashion,"BAJU TIDUR COWOK DEWASA IMPORT PIYAMA PRIA REMAJA KATUN SET CELANA BIG - 1, XL",Jakarta Utara,118888,4.8,203,84,3,Barang sampai dg cepat ttp dlm kondisi basah dan bau apek? Kenapa bisa begitu ya padahal didalam plastik?????,Negative,Fear,18,barang sampai dg cepat ttp dlm kondisi basah dan bau apek? kenapa bisa begitu ya padahal didalam plastik?????,barang sampai dg cepat ttp dlm kondisi basah bau apek? kenapa bisa begitu padahal didalam plastik?????
Kitchen,Dispenser Beras Tempat Wadah Penyimpanan Beras Rice Bucket E67/E79 - Biru-5kg,Kab. Tangerang,219000,4.9,3227,1775,3,ada cacat sedikit dan overpriced untuk plastik seperti itu,Negative,Fear,9,ada cacat sedikit dan overpriced untuk plastik seperti itu,cacat sedikit overpriced plastik seperti
Movies and Music,Cajon / Kahon / Drumbox Mahogany dilapisi Kulit merk MAKOA,Jakarta Utara,487000,4.6,353,187,1,SANGAT TIDAK RECOMMENDED!!!,Negative,Anger,3,sangat tidak recommended!!!,sangat tidak recommended!!!
Sport,PREMIUM CELANA PENDEK LARI TRAINING GYM OLAHRAGA ZIPPER POCKET CASUAL - S21 BLACK M,Jakarta Barat,95000,4.8,2554,749,1,Baru dibuka ternyata Robek.,Negative,Fear,4,baru dibuka ternyata robek.,baru dibuka ternyata robek.
Electronics,Fantech TONE HQ52 Headset Gaming Mobile - HQ52PLUS,Jakarta Barat,229000,4.8,2699,1692,1,"Saran buat toko,kalau bisa pengiriman nya jangan lewat antaraja . Kalau bisa disarankan pegiriman nya lewat yg lain aja",Negative,Fear,19,"saran buat toko,kalau bisa pengiriman nya jangan lewat antaraja . kalau bisa disarankan pegiriman nya lewat yg lain aja","saran buat toko,kalau bisa pengiriman jangan lewat antaraja . kalau bisa disarankan pegiriman lewat yg lain"
Camera,Tripod Mini - Tripod Mini Simple - Tripod Mini - Tripod Free Holder - Hitam,Jakarta Utara,25000,4.6,8134,951,1,kualitasnya mengecewakan..blm dipake sudah rusak bola joinnya..,Negative,Sadness,7,kualitasnya mengecewakan..blm dipake sudah rusak bola joinnya..,kualitasnya mengecewakan..blm dipake sudah rusak bola joinnya..
Movies and Music,Sound card V8 Mixer Bluetooth SoundCard V8 Audio Soundcard,Jakarta Utara,79800,4.8,4585,1941,4,baik,Positive,Happy,1,baik,baik
Computers and Laptops,ACER ASPIRE 3 SLIM A314-22 AMD 3020E 4GB 256GB SSD 14 OHS W10 RESMI - 14 HD 1366x768,Jakarta Pusat,6499000,4.9,404,209,1,"Pelayanan toko sangat buruk, saya order laptop disini, dan setelah barangnya sampai, laptop nya ga mau nyala.. habis itu saya berusaha minta solusi dari seller, awalnya seller masih mau respon seadanya ( tidak menawarkan solusi dan sangat lamban.) lalu karena mikir respondnya lama banget, terpaksa saya ajukan komplain . tapi setelah di komplain, seller ga pernah jawab diskusi ataupun respon kendalanya.. saya dicuekin selama 8 hari, sampai jangka waktu habis dan dana di refund. kalau ada yg baca ulasan saya. saya anjurkan utk order di toko lain. jangan tergoda sama tittle official store, nyata nya pelayanan toko ga lebih baik dari merchant biasa. harga juga ga lebih murah.",Negative,Fear,108,"pelayanan toko sangat buruk, saya order laptop disini, dan setelah barangnya sampai, laptop nya ga mau nyala.. habis itu saya berusaha minta solusi dari seller, awalnya seller masih mau respon seadanya ( tidak menawarkan solusi dan sangat lamban.) lalu karena mikir respondnya lama banget, terpaksa saya ajukan komplain . tapi setelah di komplain, seller ga pernah jawab diskusi ataupun respon kendalanya.. saya dicuekin selama 8 hari, sampai jangka waktu habis dan dana di refund. kalau ada yg baca ulasan saya. saya anjurkan utk order di toko lain. jangan tergoda sama tittle official store, nyata nya pelayanan toko ga lebih baik dari merchant biasa. harga juga ga lebih murah.","pelayanan toko sangat buruk, saya order laptop disini, setelah barangnya sampai, laptop ga mau nyala.. habis saya berusaha minta solusi seller, awalnya seller masih mau respon seadanya ( tidak menawarkan solusi sangat lamban.) lalu mikir respondnya lama banget, terpaksa saya ajukan komplain . tapi setelah komplain, seller ga pernah jawab diskusi ataupun respon kendalanya.. saya dicuekin selama 8 hari, sampai jangka waktu habis dana refund. kalau yg baca ulasan saya. saya anjurkan utk order toko lain. jangan tergoda sama tittle official store, nyata pelayanan toko ga baik merchant biasa. harga juga ga murah."
Kids and Baby Fashion,Topi bayi rajut newborn / Kupluk bayi rajut / Topi kupluk bayi pom pom - Hitam,Jakarta Barat,27500,4.9,1467,775,4,Topinya bagus bahan nya,Positive,Happy,4,topinya bagus bahan nya,topinya bagus bahan
Health,Imboost Tablet Daya Tahan Tubuh - 1 Strip @10 Tablet,Jakarta Timur,43000,4.9,33200,5597,5,"Produk mantap, sesuai deskripsi dan foto, seller garcep, tokopedia terbaik ????Mampir-mampir ke lapak kita juga ya gaes untuk produk BAGUS dengan harga SPESIAL lainnya ??",Positive,Happy,25,"produk mantap, sesuai deskripsi dan foto, seller garcep, tokopedia terbaik ????mampir-mampir ke lapak kita juga ya gaes untuk produk bagus dengan harga spesial lainnya ??","produk mantap, sesuai deskripsi foto, seller garcep, tokopedia terbaik ????mampir-mampir lapak kita juga gaes produk bagus harga spesial lainnya ??"
Animal Care,Glofish Tetra / Glow in The Dark / Ikan Hias Air Tawar Aquascape - Biru,Kota Tangerang,42000,4.8,1977,345,5,jelek,Negative,Anger,1,jelek,jelek
Animal Care,VITAMIN BULU KUCING ANJING OBAT BULU RONTOK KUSAM PELEBAT BULU TERBAIK - 50 Kapsul (New),Kota Depok,80000,4.9,1799,1045,2,sepertinya kurang cocok di kucing saya... pemakaian sudah masuk 3 minggu belum ada perkembangan...,Negative,Fear,14,sepertinya kurang cocok di kucing saya... pemakaian sudah masuk 3 minggu belum ada perkembangan...,sepertinya cocok kucing saya... pemakaian sudah masuk 3 minggu belum perkembangan...
Mother and Baby,Transpulmin Baby Balsam - 20gr,Jakarta Timur,71390,4.9,4098,1925,4,sesuai deskripsi Aman buat kulit bayi. Melembabkan kulit bayi. Nggak memicu alergi. Nggak lengket.,Positive,Happy,14,sesuai deskripsi aman buat kulit bayi. melembabkan kulit bayi. nggak memicu alergi. nggak lengket.,sesuai deskripsi aman buat kulit bayi. melembabkan kulit bayi. nggak memicu alergi. nggak lengket.
Movies and Music,Cajon / Kahon / Drumbox Mahogany dilapisi Kulit merk MAKOA,Jakarta Utara,487000,4.6,353,187,4,"Positive product, sesuai deskripsi",Positive,Happy,4,"positive product, sesuai deskripsi","positive product, sesuai deskripsi"
Men's Fashion,"Jaket Sweater Hoodie Zipper Hijau Tosca Pria Wanita - ZIPPER ABU MUDA, M",Bandung,60000,4.7,2576,1237,5,Barang sesuai pesanan. Namun utk saya pilih XL agak kegedean. Mungkin lebih tepatnya L.,Positive,Happy,14,barang sesuai pesanan. namun utk saya pilih xl agak kegedean. mungkin lebih tepatnya l.,barang sesuai pesanan. namun utk saya pilih xl agak kegedean. mungkin tepatnya l.
Beauty,"MS Glow - 1 Box Masker Kosme Mask Fitmask Nano Silver Masker Kesehatan - Hitam, Stopper",Jakarta Barat,125000,4.9,4294,1869,4,"barangnya bagus, tebal, dapet best deal juga kmrn. mama suka aku pun suka??",Positive,Love,13,"barangnya bagus, tebal, dapet best deal juga kmrn. mama suka aku pun suka??","barangnya bagus, tebal, dapet best deal juga kmrn. mama suka aku pun suka??"
Office & Stationery,Lakban Bening KSATRIA Tape 200 Yard,Jakarta Pusat,15988,5.0,14500,991,5,"ernyata tebel bangat.. pengiriman cepat, packing aman, kualitas barang oke.. kereenn banget.. thanx",Positive,Love,13,"ernyata tebel bangat.. pengiriman cepat, packing aman, kualitas barang oke.. kereenn banget.. thanx","ernyata tebel bangat.. pengiriman cepat, packing aman, kualitas barang oke.. kereenn banget.. thanx"
Automotive,KUNCI STIR MOBIL CH830 MODEL T -PENGAMAN MOBIL - SAFETY LOCK ARMORED,Jakarta Barat,74488,4.8,2048,538,1,barang cacat saya tidak suka,Negative,Anger,5,barang cacat saya tidak suka,barang cacat saya tidak suka
Computers and Laptops,Cooler Master Notepal CMC3 Silent Fan Laptop Cooling Pad,Jakarta Barat,112000,4.9,5988,2969,5,"Bagus, berkualitas, sesuai gbr. Makasih Seller, Tokped dan Kurir",Positive,Happy,9,"bagus, berkualitas, sesuai gbr. makasih seller, tokped dan kurir","bagus, berkualitas, sesuai gbr. makasih seller, tokped kurir"
Muslim Fashion,HIJAB SEGI EMPAT AUTHENTISM BASIC RACHITA VOAL/LAMINA VOAL / ULTRAFINE - TALYA,Kota Bandung,89000,4.9,2051,846,4,Bahannya adem. Nyaman dipakai. agak menerawang dan tipis,Positive,Happy,8,bahannya adem. nyaman dipakai. agak menerawang dan tipis,bahannya adem. nyaman dipakai. agak menerawang tipis
Party Supplies and Craft,box clover segi 4 / kotak kado hadiah gift makanan cd bingkisan,Kota Tangerang,12900,4.7,3930,395,2,Pengiriman lama dan tidak ada cara perakitan box yang susah.,Negative,Anger,10,pengiriman lama dan tidak ada cara perakitan box yang susah.,pengiriman lama tidak cara perakitan box susah.
Party Supplies and Craft,box clover segi 4 / kotak kado hadiah gift makanan cd bingkisan,Kota Tangerang,12900,4.7,3930,395,2,Gak ada instruksinya.. bingung jadinya,Negative,Sadness,5,gak ada instruksinya.. bingung jadinya,gak instruksinya.. bingung jadinya
Carpentry,YJ-01 Nano Spray Gun Disinfectant Wireless 800 ml,Jakarta Utara,88000,4.7,3482,1483,1,spray air tdk keluar embun,Negative,Fear,5,spray air tdk keluar embun,spray air tdk keluar embun
Electronics,Xiaomi Mijia Robot Vacuum 1C Cleaner 2500pa Suction - Robot Vacuum 1C - Global,Jakarta Utara,2499000,4.9,536,205,5,Barang bagus dan berfungsi dengan baik. Hasil pengepelan juga bersih. Pengiriman cepat.,Positive,Happy,12,barang bagus dan berfungsi dengan baik. hasil pengepelan juga bersih. pengiriman cepat.,barang bagus berfungsi baik. hasil pengepelan juga bersih. pengiriman cepat.
Carpentry,Filter Air REMAX / Saringan Air / Filter Keran Air,Jakarta Barat,59800,4.9,5212,2639,1,baru satu hari sudah mampet dan sulit dibersihkan..sepertinya kurang recomended produk ini,Negative,Fear,12,baru satu hari sudah mampet dan sulit dibersihkan..sepertinya kurang recomended produk ini,baru satu hari sudah mampet sulit dibersihkan..sepertinya recomended produk
Kitchen,ES Rak Serbaguna Rak Dapur Tingkat Rak Kantor Rak Susun Rak 5 Tingkat - Silver,Kota Tangerang,678000,4.8,6631,3377,1,Jelek. Banyak penyok sana sini. Sangat mengecewakan,Negative,Sadness,7,jelek. banyak penyok sana sini. sangat mengecewakan,jelek. banyak penyok sana sini. sangat mengecewakan
Automotive,3M Clay Bar Claybar Detailing Salon Mobil Menghilangkan Noda Aspal,Jakarta Barat,10088,4.7,5932,925,5,sesuai dekripsi..harga terjangkau...produk oke..top 5?????,Positive,Love,5,sesuai dekripsi..harga terjangkau...produk oke..top 5?????,sesuai dekripsi..harga terjangkau...produk oke..top 5?????
Kitchen,Carote EW Wajan Penggorengan Anti Lengket (Frypan) Batu Granit - 20CM,Kab. Tangerang,440000,5.0,3772,2358,1,"Official store aja spt ini gmn klo beli di toko lain?? Udh smp taun baru ga ada penyelesaian, dr pembelian awal Desember sy udh ingatkan pdhl pastikan brg bgs, pas sampai besoknya lgsg sy keluhkan tutupnya ga bs dipasang, tgl 19 toko menyatakan bersedia kirim tutup yg baru, semua ada buktinya di chat saya... tp bukan main bertele2, ga menawarkan solusi nyata. Saya beli pan ini krn butuh yg ada tutup kacanya, malah dikirim tutup yg ga bs dipasang! Brand dan pelayanan kualitas rendah, pengalaman yg sangat mengecewakan. Mengirim barang ga berfungsi, namanya penipuan. Ga akan beli carote lg, ga akan saya rekomendasi.",Negative,Fear,103,"official store aja spt ini gmn klo beli di toko lain?? udh smp taun baru ga ada penyelesaian, dr pembelian awal desember sy udh ingatkan pdhl pastikan brg bgs, pas sampai besoknya lgsg sy keluhkan tutupnya ga bs dipasang, tgl 19 toko menyatakan bersedia kirim tutup yg baru, semua ada buktinya di chat saya... tp bukan main bertele2, ga menawarkan solusi nyata. saya beli pan ini krn butuh yg ada tutup kacanya, malah dikirim tutup yg ga bs dipasang! brand dan pelayanan kualitas rendah, pengalaman yg sangat mengecewakan. mengirim barang ga berfungsi, namanya penipuan. ga akan beli carote lg, ga akan saya rekomendasi.","official store spt gmn klo beli toko lain?? udh smp taun baru ga penyelesaian, dr pembelian awal desember sy udh ingatkan pdhl pastikan brg bgs, pas sampai besoknya lgsg sy keluhkan tutupnya ga bs dipasang, tgl 19 toko menyatakan bersedia kirim tutup yg baru, semua buktinya chat saya... tp bukan main bertele2, ga menawarkan solusi nyata. saya beli pan krn butuh yg tutup kacanya, malah dikirim tutup yg ga bs dipasang! brand pelayanan kualitas rendah, pengalaman yg sangat mengecewakan. mengirim barang ga berfungsi, namanya penipuan. ga akan beli carote lg, ga akan saya rekomendasi."
Mother and Baby,"MOOIMOM Casual Hipseat Carrier Gendongan Bayi - 3 - 36 Bulan, Abu-abu",Jakarta Utara,399000,4.9,3008,1713,2,"Kardus rusak, packing jelek",Negative,Anger,4,"kardus rusak, packing jelek","kardus rusak, packing jelek"
Electronics,Notale UV Anti Dust Mite Vacuum Cleaner HEPA Filter Alt Kurumi Xiaomi,Jakarta Utara,735000,4.9,4502,2558,3,terlalu ringan ..ada suara glodak glodak saat di hidupkan ...ga proper sbg penyedot debu baik (setara penyedot debu murmer ..hanya design saja yg dijual),Negative,Fear,24,terlalu ringan ..ada suara glodak glodak saat di hidupkan ...ga proper sbg penyedot debu baik (setara penyedot debu murmer ..hanya design saja yg dijual),terlalu ringan ..ada suara glodak glodak saat hidupkan ...ga proper sbg penyedot debu baik (setara penyedot debu murmer ..hanya design saja yg dijual)
Muslim Fashion,Masker Hijab 3 ply | Masker Headloop Kain Polos Warna Pastel model Evo - Kubus,Kota Cimahi,15000,4.9,11200,1419,1,Minta 4 pcs dikirimnya 3 pcs dan dikemasan paket tidak ada jumlah barang yang akan dikirim.,Negative,Sadness,16,minta 4 pcs dikirimnya 3 pcs dan dikemasan paket tidak ada jumlah barang yang akan dikirim.,minta 4 pcs dikirimnya 3 pcs dikemasan paket tidak jumlah barang akan dikirim.
