Category,Product Name,text_norm,Sentiment,Emotion,Customer Rating
Food and Drink,Roasted Bean Premium Robusta Natural Tuang Coffee 1kg - Biji Kopi,sekian kalinya beli di tuang coffee...terbaaiikk,Positive,Love,5
Toys and Hobbies,Kuy Cartridge Original - V2,maaf tapi sy aga kecewa ga seperti yg sudah2 bli ko polos gada tulisan kuy /movi jadi gayakin asli skali lg mohon maaf tapi ini ulasan jujur saya,Negative,Sadness,2
Books,Buku Gambar Arsitektur,saya mesan dua malah dikirim cuma satu,Negative,Fear,1
Books,Technical Analysis For Mega Profit (Hardcover) - Edianto Ong,sudah nga secepat dan serapi dulu,Negative,Sadness,3
Precious Metal,5 gr RM 2021,alhamdulillah barang sudah sampai di rumah saya sangat senang sekali terimakasih banyak,Positive,Happy,5
Movies and Music,Phantom Power Microphone 1 Channel 48V Supply for Condenser Microphone - Tanpa Kabel,"tidak sesuai ekspektasi, suara mic tetap kecil ga ada perubahan",Negative,Fear,1
Household,Polo City Tas Koper Hardcase size 24 inch - 072 - Blue Navy,"sayang banget tidak bisa ditukar,, resleting rusak,, negative quality,, maaf saya kecewa..",Negative,Sadness,1
Other Products,Tinta plastisol Brain Plus putih 1kg,mantap surantap,Positive,Love,5
Office & Stationery,Scissors / Gunting Joyko SC-838 - SC-828,kecewa beli di sini...order gunting tp tidak di kirim.kata ya kalau order untuk ke 2 kali ya bakal dikirim nyala nya zonkkkkkkk,Negative,Sadness,1
Automotive,3M Smart Sponge (Spon Cuci Mobil 3M) size: 10 cm X 15 cm,"barang sesuai deksripsi, pengiriman cepat dan rapi, terima kasih.",Positive,Happy,5
Kitchen,Dispenser Beras Tempat Wadah Penyimpanan Beras Rice Bucket E67/E79 - Biru-5kg,bagian tombol ada kempot parah. pabrikan tidak jaga mutu,Negative,Fear,2
Body Care,Lux Hand Sanitizer Jasmine 50ml,edny kurang sebulan pantes dijual 1rb,Negative,Anger,1
Men's Fashion,jam tangan Biden fashion pria analog pita jala bisnis - Putih,"jamnya biasa aja, saya tidak tahu kenapa bisa harga awalnya sejutaan. mungkin teknik marketingnya seperti itu.",Negative,Anger,2
Women's Fashion,"Clouwny - clouwny chinos pants katun strech dan fit di kaki - Taupe, All Size",bahannya beda dari orderan yg warna coklat dan baru di pakai sekali langsung robek,Negative,Sadness,2
Books,Buku Gambar Arsitektur,buku gambarnya di gulung alhasil jadi melengkung semua,Negative,Sadness,3
Food and Drink,Keripik tempe 200 gram,"keripik tempe pecah2. packingnya kopong. edit: rasanya juga asin banget, beh ga recommended yah, mecin banyak. orang **** juga tau bisa dikomplain, bahkan ga pake asuransi pun bisa komplain. cuma worth ga sama waktu yg dihabiskan buat komplain? penjual yg ga bisa terima kritik ga layak dapat bintang. maap yah , perbaikin lg packingnya, ekspedisi manapun kalo packing keripik pake plastik setengah kosong (ga padat) ya ancur koclak2 dalam dus. mau pake buble juga mubazir.",Negative,Fear,1
Camera,Tripod Takara ECO-193a for Camera DSLR Mirrorless + Bag + Holder U ATT,"packing kurang aman, handle patah,emang bahan plastiknya ringkih sih, maklum. pengiriman lumayan cepat.",Negative,Fear,3
Phones and Tablets,"KABEL DATA LED BASEUS HALO FAST CHARGING IPHONE/MICRO USB/TYPE-C 1M - Hitam, TYPE C",pelayanan kurang cepat dan ramah,Negative,Fear,2
Kitchen,GOHAPPY PISAU SET PASTEL TAJAM BEAUTIFUL COLOR - 2011 pisau pink,"barang bagus, tapi estimasi tiba dilokasi tidak sesuai di aplikasi. semoga pelayanannya dapat ditingkatkan",Negative,Fear,3
Beauty,L'Oreal Paris Mascara Waterproof Lash Paradise Black,expirednya bentar lagi ??,Negative,Sadness,3
Food and Drink,Lumpia Basah Semarang *BESAR*,"enak lumpia basah nya dan admin baik minta daun bawang lebihan eh beneran di kasi banyak ?? terimakasih, nanti mau beli lagi ??????????",Positive,Love,5
Office & Stationery,Kertas HVS A4 | 75 Grm | PaperOne,"dateng2 udah robek bungkusnya & kertas kotor. udah wanti2 ke penjualnya pdhal biar ga kayak gini eh tetep aja begini, bingung??",Negative,Fear,1
Carpentry,BARDI Smart PLUG WiFi Wireless Colokan - IoT Smart Home Colokan Steker,repeat order terus,Positive,Love,5
Carpentry,4in1 Mineral Ion Shower Head|| Water Filter Ionizer for Healthy Life,"barang sesuai deskripsi. produk original. mudah dipasang. barang oke kiriman cepat original no ongkir dari tokopedia, barang sesuai pesanan seller mantap.. paking paling amaan senteso enak belanja ditokopedia dapaat bebas ongkir... bebas ongkir extra",Positive,Love,5
Food and Drink,SAMBAL CUMI ASIN/PETAI/BAJAK EBI / TERI /ANEKA SAMBEL MR CRISPY - SAMBAL BAJAKEBI,"diluar ekspetasi banget, sambelnya gak seger, agak bau, gada pedes2nya malah manis, packaging nya sih bagus",Negative,Fear,2
Carpentry,Filter Air REMAX / Saringan Air / Filter Keran Air,baru satu hari sudah mampet dan sulit dibersihkan..sepertinya kurang recomended produk ini,Negative,Fear,1
Movies and Music,pad drum 10 inchi murah,"produk ada goresan, ga rapi dan ada kotoran di pinggirannya. kiriman cepat smpe.",Negative,Fear,2
Computers and Laptops,[FS] Logitech MK275 Wireless Keyboard Mouse Combo,bagus banget keyboardnya. packing sangat aman karena double kardus. warna juga keren.,Positive,Love,5
Muslim Fashion,HIJAB SEGI EMPAT AUTHENTISM BASIC RACHITA VOAL/LAMINA VOAL / ULTRAFINE - TALYA,ternyata tipis bahannya,Negative,Sadness,3
Health,Blackmores Bio C 1000mg (90),kurang teliti kirain produk asli ex aussie ternyata ex kalbe...kemasan label merk sama bikin misleading...gak worth it 330rb per 90 pcs pdhal ex import 350rb per 150pcs...gak recommend,Negative,Fear,2
Men's Fashion,SANDAL SWALLOW ORIGINAL UKURAN CAMPUR SENDAL JEPIT - 9 orange,"produk swallow, tp ukuran yg dikirim tdk sesuai deskripsi... saya tanya, seller ga respon... payah",Negative,Sadness,1
Women's Fashion,Celana pendek wanita rayon polos adem variasi warna - WARNA 13,"jualan yg jujur ya gan. barang tidak sesuai dengan gambar. barang yg biasa saya beli sesuai dgn gambar yg dipajang. ini saya lgs order 4, yg ternyata dibawah ekspektasi saya. gambar kanan adalah barang original sesuai display.",Negative,Sadness,3
Office & Stationery,Lakban Tokopedia - Putih,"barangnya original, harga murah, pengiriman cepat. terimakasih tokopedia, terimakasih seller dan terimakasih untuk para kurir.. semoga kita sehat selalu dan dijauhkan dr segala macam virus.. cepat sembuh indonesiaku.. love ya!",Positive,Love,5
Office & Stationery,Refill Isi Pulpen Frixion Pilot 0.7/0.5 atk - 0.5 HITAM,beli bolpen dan refill... kok yg dikirim mainan anak. bagaimana tanggung jawab toko nih!!!,Negative,Anger,1
Automotive,Orios LED H6/M5 DC 6000K Lampu Motor,lampunya mati sialan,Negative,Fear,1
Movies and Music,Pianika YAMAHA P32D Original,"customer servis=0. pesan same day delivery, baru nyampe besoknya itu pun malam. ketika di komplen, cuci tangan ga mau tau. really negative. ga akan beli barang lagi di tokopedia.",Negative,Sadness,1
Muslim Fashion,Jilbab Instan Pet Antem L / Hijab Kaos Bergo Anthem Size L,order yg ke 3 kurang memuaskan..panjangnya beda ama pertama pesen padahal ukurannya l jg,Negative,Sadness,2
Kitchen,KAZU KHL164 Spons Cuci Piring Dua Sisi Double Magic Dishwash Sponge - Abu-abu,"baru pakai beberapa kali, sponnya terpisah jadi 3, lemnya tidak bagus",Negative,Sadness,1
Computers and Laptops,AIRO AIO24X 144Hz 1080P 24 Inch IPS Gaming Monitor - AIO24X,"love it, product bagus. worth it. thank you????",Positive,Love,5
Food and Drink,Pia Medan Lau Pho Piang Merk Damai,"pia nya sudah sampai kak, tp pas di buka pada hancur smua. padahal sudah di bubble wrap",Negative,Sadness,2
Body Care,Lux Hand Sanitizer Jasmine 50ml,"mantab, murah dan berkualitas",Positive,Happy,5
Mother and Baby,Kodomo Baby Tisu Basah Anti Bacterial 50 sheets,beli sabtu.. proses senin.. kirim selasa.. rabu sampai.. padahal ada beli minggu kirim minggu nyampe senin.. gak lagi lagi beli disin,Negative,Fear,2
Men's Fashion,"LM 17152-17160 Baju Koko Pria Lengan Panjang KOKO CHEONGSAM TERMURAH - Abu Tua, M","pesan warna putih. karena yg putih kosong, dialihkan ke hitam. ee yg datang merah maron. pusiiing.... kayaknya ngak siap melayani",Negative,Fear,3
Automotive,3M Smart Sponge (Spon Cuci Mobil 3M) size: 10 cm X 15 cm,barang yang dikirim tidak sesuai dengan barang yang diterima,Negative,Sadness,1
Computers and Laptops,Cooler Master Notepal CMC3 Silent Fan Laptop Cooling Pad,silent dan bagus untuk pekerjaan ringan,Positive,Happy,5
Toys and Hobbies,Kereta Thomas Mainan Thomas,"mentang2 dapetnya gratis dari tokped , ehh dikirimnyapun seenak jidat , packing jelek , mainannya gak dicek dulu , rodanya depannya gak ada , jadi keretanya gak bisa jalan , sorry gak difoto ,keburu kesel , sekarang pun mainannya udh ancur kayaknya sama ponakan saya.. next kalo ada pesanan jangan diliat dari apapun ya , cukup layani aja dengan penuh hati ..",Negative,Fear,1
Computers and Laptops,Xiaomi Xiaovv Webcam 1080P USB Camera Full HD with Mic Webcast Live,"packing seadanya, bubble hanya selapis saja ditambah lapisan plastik, hasilnya barang diterima dalam keadaan patah.",Negative,Sadness,1
Food and Drink,gepuk karwati ayam (oleh-oleh food) makanan khas - Original,gepuknya kok pahit ??,Negative,Sadness,1
Tour and Travel,Pullman Ciawi Vimala Hills Resort and Spa Hotel,"great service, pelayanannya super cepat dan memuaskan semua yg saya tanyakan dijelaskan dengan sabar dan jelas",Positive,Happy,5
Health,Masker Evo PlusMed 4d Medis - Putih,"yeay dapet harga diskon, beli 2 box, sampai tepat waktu. terima kasih",Positive,Happy,5
Muslim Fashion,Bella Square Hijab Segiempat Part 5,"bagus, admin garcep warna kosong langsung konfirmasibahannya adem. jahitan rapi. warnanya cantik ??.",Positive,Happy,4
Kitchen,CELEMEK MASAK APRON KATUN DRILL HARGA MURAH KUALITAS PRIMA - Putih,"celemekny dah dateng,packing hanya diberi kertas amplom coklat, pengiriman cepat",Positive,Happy,4
Computers and Laptops,Mouse Wireless Komic KM-803 - 1200DPI Nano USB Free Battery - Hijau,tidak berfugsi,Negative,Sadness,1
Property,cover body mobil Ertiga xenia avanza,sudah diterima dan sesuai. baguussssss,Positive,Love,5
Phones and Tablets,KIVEE 10000mAh power bank cepat dengan indikator LED - Hitam,barang oke .. recomended seller dah ..,Positive,Love,4
Precious Metal,5 gr RM 2021,kulit jadi cerah. cepat meresap. cocok di kulit kombinasi. cocok di kulit berminyak. kemasannya lucu ??. penjualnya ramah banget. cocok di kulit normal. proses pesanan cepat. cocok di kulit kering. respon penjualnya top. cocok di kulit berminyak. packaging rapi. packaging aman ??.,Positive,Love,5
Camera,Drone Kamera Drone Camera DRONES FPV Quadcopter Foldable HD 4K Altit,"bagi temen mending ga usah beli drone disini, drone yang saya pakai baru dipakai 1 hari terbangnya udah miring, pas take off malah jungkir balik sendiri, baling-baling kadang mati kadang hidup, chat ke penjual cuma diread dan ga direspon, klo ada bintang 0 mah udah tak kasi bintang 0 ni toko. ga niat jualan.",Negative,Fear,1
Food and Drink,Roasted Bean Premium Robusta Natural Tuang Coffee 1kg - Biji Kopi,"pelayanan buruk, barang yang dikirim tidak enak. jangan beli disini",Negative,Fear,1
Automotive,Black Retrim - Penghitam Bodi Plastik Dasbor Motor Mobil Permanen,"dapat kain microfiber, fungsi mau dicoba dulu, kalo buat sekarang ????? biar tokonya joss ??",Positive,Love,5
Tour and Travel,Pullman Ciawi Vimala Hills Resort and Spa Hotel,"highly recommend seller, sangat ramah dan komunikatif dalam memberikan konsultasi serta sabar dalam menjelaskan detail pertanyaan. proses ordering hingga terbit vouchernya sangat cepat. good job ????????",Positive,Love,5
Electronics,Kova Liko Kompor Listrik Mini Stove Moka Pot Seduh V60 Manual Brew - Hitam,"klaim produk order ditanggapi dg cepat, dan diganti sesuai dg kualitas yg baik.",Positive,Happy,4
Books,The Alchemist 25th Anniversary: A Fable About Following Your Dream,"barang original, pengemasangan sangat baik dan sangat cepat, seller sangat fast respon",Positive,Love,5
Sport,"JERSEY BASEBALL / Baju Baseball NY salur white 03 - WARNA 01, L","barang cacat, sablonnya tidak rapih, sudah luntur ketika diterima",Negative,Sadness,1
Body Care,Rudy Hady Suwarno Cosmetics Hair Growth Serum,"belanja ke dua kalinya. barang ori, packing super aman. mantap gan�.??????",Positive,Love,5
Food and Drink,Pronas Kornet Sapi Regular (kemasan kaleng EOE) 340 g,kapok belanja disini lama banget pengiriman nya!,Negative,Fear,1
Office & Stationery,Kertas HVS A4 | 75 Grm | PaperOne,sangat buruk dan kecewa pakingan gak rapih cuma pake bubble warp aja jadi pas paket sampe udah sobek.,Negative,Sadness,1
Food and Drink,Pie Susu Dhian Bali,pesanan sy tidak sampai ke rumah sy sesuai alamatnya.,Negative,Sadness,1
Men's Fashion,Bitzen Ikat pinggang pria model rel sabuk gesper kulit men belt - 09,kualitas barang jelek.penguncinya sudah patah saat baru dibuka..,Negative,Anger,1
Mother and Baby,Gendongan Bayi Depan Hipseat / Baby Carrier / Hipseat Bayi Tuturu - Hitam,"kecewa karena penjual tidak melakukan req yang saya minta. beli gendongan ini untuk kado, karena bisa req untuk ucapannya makanya saya beli disini. saya sudah minta untuk difotokan kartunya sebelum dikirim ke teman saya, janjinya mau difotokan ternyata tidak. sehingga teman saya yang menerima barangnya sampai bingung ini pengirimnya siapa. setelah 2 hari barang tiba saya wa ke teman saya, dan dia menceritakan bahwa tidak ada tulisan apapaun didalam paketnya. jadi dia bingung ini dari siapa. tolong ya kedepannya setiap permintaan itu kalau sudah janji bisa dilakukan ditepati. kalau memang dari awal tidak bisa melakukan saya tidak akan beli disini.",Negative,Sadness,2
Mother and Baby,Kodomo Baby Tisu Basah Anti Bacterial 50 sheets,dikirimnya lamaaa,Negative,Anger,2
Body Care,Kahf Revered Oud Eau de Toilette 35 ml,"beli 2 buah, tapi hanya dikirim 1 dan dengan enaknya ngomong pengembalian dana. be careful, jangan2 memang tokonya sengaja ??",Negative,Anger,1
Food and Drink,Brownies Panggang PREMIUM,ga akan bl lg dsni. thx. saya kecewa.,Negative,Sadness,1
Food and Drink,Kripik Usus Ayam 1kg Super,"rasanya gak spt biasanya. pembelian yg ke 3 ini asin kebangetan !!! udah gitu packingannya cuma dibuble wrap, tdk diberi dos spt biasanya, sehingga kripiknya banyak yg hancur !!",Negative,Anger,1
Party Supplies and Craft,Plastik Mika Kaku Bening (PET) Meteran - 0.3mm.,bolong bolong ada minyak2nya gitu jelek,Negative,Anger,1
Body Care,Hand Sanitizer Cair 1 Liter PURELIZER Aseptic 1L [ Izin KEMENKES RI ],"kesalahan informasi dr penjual krn tdnya mau tuker gel ke yg cair, saya tanya apa bisa tukar order dijawab bisa, tp ternyata tidak bisa krn bisa atau tidaknya tergantung toko cabang bukan keputusan penjual. jadi aja beli 2 :(",Negative,Sadness,1
Phones and Tablets,"KABEL DATA LED BASEUS HALO FAST CHARGING IPHONE/MICRO USB/TYPE-C 1M - Hitam, TYPE C",sesuai dg deskripsi produk,Positive,Happy,4
Computers and Laptops,Logitech MK275 Wireless Keyboard Mouse Combo,"kecewa sama toko official ini ga tau kenapa pesenan pertama ga dikonfirmasi sampe di batalin sistem karena ga direspon sama sekali. pesanan kedua karena disuruh pesan lagi sama tokonya dan cuma dikonfirmasi doang ga dikirim sampe udah tinggal 10 menit sebelum dibatalin sistem lagi tapi untungnya gara chat cs tokopedia akhirnya barang bakalan dikirim didetik terakhir. ga cuma sampe situ aja payahnya barang baru diambil kurir tanggal 5 dan pickup barang sama kurir lebih dari 2 hari, proses kirim pun lemot muter padahal udah lewat depan rumah baru tanggal 9 jam 9 malem paketnya sampe??",Negative,Sadness,1
Sport,Speeds Door Chinning Bar / Pull UP bar Speeds / Iron Gym 013-4,kecewa aja sih sama kebijakan tokonya huhu,Negative,Sadness,1
Muslim Fashion,"SALMAN BAJU KOKO MUSLIM PRIA LENGAN PANJANG BAJU KOKO COWOK - Putih, L","barang nya bagus, kain elastis mantap",Positive,Happy,4
Party Supplies and Craft,box clover segi 4 / kotak kado hadiah gift makanan cd bingkisan,gak ada instruksinya.. bingung jadinya,Negative,Sadness,2
Office & Stationery,Lakban Bening Coklat 2 inch x 90 yard ( 45mm x 90 yard) setara daimaru - Bening,sellernya aneh.. jawabnya apa.. yg dilakuin apa.. ga singkron . ribet,Negative,Anger,1
Camera,"lensa jepit / cliplens camera 3in1 ( fish eye , wide , macro ) untuk semua kamera hp bb , iphone , samsung , dll","toko terbodoh yang pernah ada! 1. packing ancur, tidak di packing sama sekali barang rusak. 2. pesanan tidak sesuai. 3. tujuan saya membeli di toko bodoh ini adalah membeli usb mini fan, sebelum order tanya apakah barang ini ready? toko menjawab ready. hasilnya paket sampe di rumah di selipin uang refund usb mini fan tersebut. klk barang kosong cancel aja tolol. saya harap para customer berpikir berkali kali untuk belanja di toko tolol ini. dari pada kecewa setelah membeli nya. terimakasih.",Negative,Anger,1
Other Products,Tinta plastisol Brain Plus putih 1kg,"mantep, respon cepat, pengiriman instan. recomended banget",Positive,Love,5
Household,MINISO Tempat/ Tong Sampah Plastik Meja Mini Trash Bin Garbage - Hijau,"rumah rapi dan nyaman. rekomen ????. material produk bagus. produk sesuai. murah, respon seller & kiriman cepat, packingnya sangat aman, banyak cashback & cashbacknya bisa buat belanja yang lain lagi, gratis ongkir pastinya, bahannya lumayan bagus, oke oke oke lah pokoknya, demikian ulasan saya tidak terlalu panjang dan lebar, mungkin cukup sampai sini aja kali ya , terimakasih sudah menyimak review, sekian dan saya ucapkan terimakasih banyak. ingat tetap patuhi protokol kesehatan, gunakan masker dan jaga jarak",Positive,Love,5
Other Products,BUBBLE PACK (PACKING TAMBAHAN),bubble tdk ada. padahal saya sudah pesan bubble,Negative,Fear,1
Office & Stationery,kalkulator citizen 868L best seller,barang datang dalam kondisi rusak parah.lcd pecah.,Negative,Anger,1
Books,Buku Filosofi Teras - Original,"barang nya sampe dengan baik, tapi buku bukunya sangat mahal mungkin bisa di kurangin sedikit, saya suka banget dengan bukunya dan sepertinya saya aka beli buku lagi di sini terima kasih",Positive,Love,3
Computers and Laptops,Mini Keyboard Wireless i8 2.4G Handheld Keyboard untuk smart tv TV Box - TANPA BUBBLE,"keyboard tdk nyala sama sekali padahal baterai baru dicoba beberapa kali tdk bisa ,memang lebih murah dari toko lain ,barang tdk bisa sama saja bohong",Negative,Anger,1
Muslim Fashion,Jilbab Pashmina Plisket Diamond Hijab Pasmina Lipit ORI Murah Kekinian - Army,"ada noda kuning di jilbab nya,pendek,kaku!",Negative,Anger,1
Party Supplies and Craft,Gantungan kait lengket transparan mudah dipasang kamar mandi dapur,"pengiriman cepat, packing aman, barang bagus sesuai deskripsi, terimakasih",Positive,Happy,5
Women's Fashion,"Clouwny - clouwny chinos pants katun strech dan fit di kaki - Taupe, All Size",bahannya luntur????,Negative,Sadness,3
Kids and Baby Fashion,Celana Pendek Anak Laki Harian hawai 7-10 tahun Murah - RANDOM,bahan agak panas dn warnanya ga cocok,Negative,Sadness,2
Toys and Hobbies,Laba Laba Mainan Dekorasi Halloween Spider Toys Murah Grosir Prank Toy - besar isi 1,harga segini kurang worth it.bahan tidak tebal. ada yang lebih murah detail dan bahan lebih baik. sorry,Negative,Sadness,3
Kids and Baby Fashion,V019 Tali Strap Kalung Rantai Masker Anak motif LUCU Unik - V019-Sun MIX,"beli 14 buah warna pink, dikirimnya ungu. tidak ada konfirmasi sebelumnya dan ketika saya ty di dm pun tidak dibalas. ada gantungan masker yg putus juga , tapi seller sama sekali tidak membalas dm saya ketika ditanya mengenai ini.",Negative,Sadness,2
Toys and Hobbies,Flatband Slingshot Ketapel Tali Rubber Slingshot Karet Tarikan Ketapel - 1. Grey,bisa melempar jauh. sesuai dengan deskripsi produk. selalu ready stock!. packing rapi ??.,Positive,Happy,5
Mother and Baby,"CUIT Setelan Pendek Celana Pendek BLOCK COLOR - Merah, 17","bagussss sukakakkk, ntah udh brp kali order, bahannya bagus, adem n nyaman dan harga promonya mantulll",Positive,Love,5
Health,10ml Lemongrass Essential Oil | Minyak Sereh Dapur 100% Murni,"penjual koperatif, pengiriman lmyn cpt, bau ny harum seperti di hotel",Positive,Happy,4
Computers and Laptops,Logitech MK275 Wireless Keyboard Mouse Combo,"cepet rusak, kadang konek kadang engga",Negative,Anger,3
Muslim Fashion,Hijab Wanita Plain Scarf Voal Diario x Nagita Slavina - Misty jade,"quality control ny tdk teliti, yg kuning ada lubang ny sedikit.",Negative,Sadness,3
Books,Buku TOEFL CLIFFS. Buku TOEFL CLIFF,"buku kondisinya kurang baik, ada sobeknya dan juga audio rusak mesti download sendiri.",Negative,Fear,2
Tour and Travel,South Korea Simcard korea selatan sim card kartu data internet Seoul,"cs ramah dan fast response, produk baik dan lancar digunakan di korea",Positive,Happy,5
Women's Fashion,BA24 Dompet Pendek Wanita Original Baellery Stylish Wax Leather - red,"belinya 2 dikirim 1, kurang teliti dalam mengirim pesanan",Negative,Fear,1
Phones and Tablets,Earphone I Earbuds I Headset Gaming with Mic JETEX HX8 - Garansi Resmi,"pertama pake normal,, baru 5 menit volume suka kecil sendiri, liat riview disini jg banyak masalah barangnya. . nasib barang promo",Negative,Sadness,2
Toys and Hobbies,Jumping Pirates Roulette Family Game,bagus banget mainan nya anak2 aku suka,Positive,Love,5
Phones and Tablets,ROBOT RT-CH12 CAR MOUNT PHONE HP HOLDER DASHBOARD KACA MOBIL AUTOMATIC,tidak terlalu nempel dan susah nempel di dashboard !!,Negative,Fear,2
Other Products,SNEAKERS DEPT ADDITIONAL DOUBLE BOX,"rescue from damage box, ngga guna jg, nyampe rumah, boxnya penyok2",Negative,Anger,1
Mother and Baby,Mama's Choice Active-wear Maternity Legging - Legging Hamil Mama's Cho - Hitam + pengait,bahan tebal dan nyaman di pakai,Positive,Happy,5
Movies and Music,Wireless Lavalier Microphone Mini Mic for iPhone Android Phone - Type-C Plug,"ngga cocok sama hp realme 5 pro. ngga konek, manual pake bahasa china sulit dipahami",Negative,Fear,2
Office & Stationery,"Stempel Warna Flash I Otomatis Design Custom - kecil, 1 warna","pelayanan ramah, gratis design, pokoknya rekomendasi banget bikin cap disini",Positive,Love,5
Computers and Laptops,[BARU] RAM / MEMORY SAMSUNG PC DDR3 8GB,recommended seller??????,Positive,Love,5
Computers and Laptops,Laptop HP 14 Intel Celeron N4020 4GB 128GB W10 14.0 HD FREE OFFICE - Biru,"pengiriman laptop dr toko tidak dicek dahulu,.. laptop yg dikasih ke pembeli layar pecah, kerdus rusak,.. padahal packingan tidak ada yg rusak,... menghabiskan waktu saja, buat klaim ke tokpedia, berminggu minggu baru berhasil klaim ke pihak asuransi. ternyata toko yg sudah verified tidak menjamin, pelayanan toko ini buruk, respon cepat saat awal beli aja,.. saat dikomplen sangat lama, mengulur2 waktu, tidak mau tanggung jawab,.. padahal jelas komplainan langsung dihari berikutny setelah paket dibuka, yg seharusny, bisa langsung tuker unit langsung dr toko.... trus apa gunany ditulis di deskripsi garansi toko 3 hari ???... cukup terakhir beli disini, thanks",Negative,Fear,1
Electronics,Amazon Firestick Gen Terbaru 2020 (HD & 4K Fire TV Stick) Ori dari USA - Paket IPTV,"produk berfungsi dengan baik. seller sangat komunikatif dan informatif. dari proses pemilihan paket yang sesuai kebutuhan sampai dengan cara penggunaannya dipandu! pengiriman sangat cepat padahal menggunakan yang bebas ongkir (dari jakarta ke surabaya). alatnya kecil dan praktis, tapi sangat fungsional. nggak hanya untuk nonton film, tapi juga live channel dalam dan luar negeri (waktu pertama tanya2, hanya nyari buat netflix, nba tv dan amazon prime. dapatnya lebih!). tapi jangan lupa ya, kerja alat ini benar2 tergantung koneksi internet kita. dia makin oke semuanya kalau internet kita top juga.",Positive,Happy,5
Movies and Music,Phantom Power Microphone 1 Channel 48V Supply for Condenser Microphone - Tanpa Kabel,mengecewakan belanja disini. barang tidak sampai..ganti2kurir gak jelas.penjual gak koperatif..,Negative,Anger,1
Gaming,STIK PS2 ORI PABRIK WARNA STICK PS 2 ORIGINAL (OP) ELITE - Biru,"build quality cakep,,stik normal smua,,pengiriman gak sampai 24jam,,??????recomended bgt",Positive,Love,5
Computers and Laptops,Antivirus Kaspersky Total Security 1 Device 1 Tahun - 1 Device 1 Th,"mantaaap. tanggap banget, fast respon. juossssssss",Positive,Love,5
Toys and Hobbies,Paket UNO STACKO + KARTU UNO + 2 DADU - paket 3 in 1,barangnya datang dalam keadaan tidak bagus,Negative,Anger,1
Movies and Music,MIXIO Sound card V8 Mixer SoundCard V8 MIXER Audio USB External,"kecewa, suara rekaman kecil sekali",Negative,Sadness,2
Computers and Laptops,Telkomsel Orbit Star 2,tidak sesuai,Negative,Sadness,1
Office & Stationery,"Stempel Warna Flash I Otomatis Design Custom - kecil, 1 warna","mantap fast response, penjual ramah dan solutif next pasti order disini lagi thanks gan!",Positive,Love,5
Computers and Laptops,"CASE MACBOOK Clear Bening AIR PRO RETINA TOUCHBAR 11 12 13 15 INCH - AIR 13 A1466, LOGO HOLE","pas beli nanya dulu tipe untuk macbook pro 13inch m1 yang mana di variasi nya, kata penjualnya yang �new pro 13�. pas dateng casing kekecilan karena salah tipe ternyata. dan penjual pake banyak alesan gamau tanggung jawab padahal yang salah ya yg ngejual. kecewa gamau lagi beli disini ga tanggung jawab.",Negative,Sadness,1
Movies and Music,Cover keyboard yamaha black parasut anti debu/tutup keyboard - L,rapi dan pas banget,Positive,Happy,5
Phones and Tablets,"TRIPOD 2,1 METER Stand Kamera HP Selfie Make Up Vlog Live",barang gampang rusak,Negative,Sadness,3
Computers and Laptops,Adaptor Charger Laptop Asus A455LA A455LD A455LB A455 A455L Original,"kualitas chargeran jelek bangettt, baru tiga hari pakai sudah rusakk",Negative,Anger,1
Kids and Baby Fashion,BAJU SETELAN ANAK LAKI-LAKI ASTRONOT UK 1-10 TAHUN - 3 TAHUN,sablonan tidak bagus..klo dicuci nempel,Negative,Sadness,2
Beauty,Jedai Jepit Rambut 5 Cm Ufa Thailand 2 warna 6 pcs - PAKET 21,barangnya bagus banget kak tahan lama jg,Positive,Happy,4
Women's Fashion,Daster Polos Ruffle / Daster remple Rayon - Mint,bahan terlalu tipis.. jahitan kurang kuat.. bs cpt sobek..,Negative,Sadness,2
Mother and Baby,Pediasure Vanila 1800g (1-10 tahun) Susu Formula Pertumbuhan - 2 Pack,tertulis dapat hadiah. taunya bohong loh. g dapat apa2. bonusnya gk datang!!!!,Negative,Anger,1
Carpentry,YJ-01 Nano Spray Gun Disinfectant Wireless 800 ml,spray tdk sesuai gambar..semprotannya spt mainan pistol anak2 aja,Negative,Fear,1
Health,10ml Lemongrass Essential Oil | Minyak Sereh Dapur 100% Murni,"penjual koperatif, pengiriman lmyn cpt, bau ny harum seperti di hotel",Positive,Happy,4
Computers and Laptops,Mouse Wireless Komic KM-803 - 1200DPI Nano USB Free Battery - Hijau,buruk,Negative,Anger,1
Food and Drink,Silverqueen Cashew 62g,"respon penjual nyaa baik.. dapet harga muraaaaaah, packingnya rapiiiii dan pengirimannya lumayan cepat lahh.. coklatnya enakkkkkk",Positive,Love,5
Animal Care,Pet Cargo tas travel tenteng hewan kucing anjing kelinci ayam - Biru Muda,"pembelian keranjang kargo kucing ke 3, ga pernah ga puas beli di sini, harga terbaik, seller fast response dan packing nya juara.. aman banget pake kardus segala.. badabest lah, dapet bonus pula",Positive,Happy,5
Phones and Tablets,Earphone I Earbuds I Headset Gaming with Mic JETEX HX8 - Garansi Resmi,barangnya original ??. ada garansi resmi. suaranya jernih. noise cancellation mantap. harganya terjangkau. nggak kresek-kresek. penjualnya ramah banget. proses pesanan cepat.,Positive,Happy,5
